genome.genome_id	genome.biosample_accession	genome.geographic_location	genome.isolation_country	genome.collection_date	genome.collection_year
1773.1977	SAMEA1707564	Russia	Russia	2009	2009
1773.2005	SAMEA1018876	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2043	SAMEA1018941	United Kingdom: Midlands	United Kingdom	2002	2002
1773.2052	SAMEA1018960	United Kingdom: Midlands	United Kingdom	2010	2010
1773.2197	SAMEA1019259	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2260	SAMEA961614	United Kingdom: Midlands	United Kingdom	2008	2008
1773.726	SAMEA1706667	Netherlands: Amsterdam	Netherlands	2004-10	2004
1773.727	SAMEA968155	Netherlands: Harlingen	Netherlands	2007-05	2007
1773.984	SAMEA1403778	Russia	Russia	2009	2009
1773.6603	SAMN05916254	Peru: Lima	Peru	2012-01-01	2012
1773.6637	SAMN05916288	Peru: Lima	Peru	2012-01-01	2012
1773.539	SAMN03177485	South Korea: Changwon	South Korea	24-Aug-2005	2005
1773.548	SAMN03177495	South Korea: Changwon	South Korea	25-Apr-2006	2006
1773.680	SAMEA787724	Uganda: Kampala	Uganda	2006-02-01	2006
1773.7263	SAMEA2683063	Peru	Peru	2011	2011
1773.7297	SAMEA2683102	Peru	Peru	2011	2011
1773.7302	SAMEA2683108	Peru	Peru	2012	2012
1773.7155	SAMEA2683126	Peru	Peru	2012	2012
1773.7209	SAMEA2682737	Peru	Peru	2009	2009
1773.7317	SAMEA2682774	Peru	Peru	2009	2009
1773.7122	SAMEA2682843	Peru	Peru	2009	2009
1773.7233	SAMEA2683013	Peru	Peru	2011	2011
1773.7257	SAMEA2683053	Peru	Peru	2011	2011
1773.7272	SAMEA2683071	Peru	Peru	2011	2011
1773.7305	SAMEA2683111	Peru	Peru	2012	2012
1773.7357	SAMEA2682946	Peru	Peru	2009	2009
1773.7534	SAMEA2683022	Peru	Peru	2011	2011
1773.1027	SAMEA1469508	Russia	Russia	2009	2009
1773.1060	SAMEA1707230	Russia	Russia	2010	2010
1773.1068	SAMEA1707284	Russia	Russia	2009	2009
1773.1261	SAMEA1016054	Russia	Russia	2009	2009
1773.1382	SAMEA1403602	Russia	Russia	2009	2009
1773.1496	SAMEA1403750	Russia	Russia	2008	2008
1773.1524	SAMEA1403790	Russia	Russia	2009	2009
1773.1559	SAMEA1403840	Russia	Russia	2009	2009
1773.1632	SAMEA1403935	Russia	Russia	2008	2008
1773.1751	SAMEA1707114	Russia	Russia	2010	2010
1773.1760	SAMEA1707134	Russia	Russia	2010	2010
1773.1771	SAMEA1707151	Russia	Russia	2010	2010
1773.1789	SAMEA1707183	Russia	Russia	2010	2010
1773.1793	SAMEA1707187	Russia	Russia	2010	2010
1773.1827	SAMEA1707267	Russia	Russia	2010	2010
1773.1853	SAMEA1707315	Russia	Russia	2008	2008
1773.1873	SAMEA1707355	Russia	Russia	2009	2009
1773.1889	SAMEA1707390	Russia	Russia	2008	2008
1773.1914	SAMEA1707426	Russia	Russia	2010	2010
1773.1983	SAMEA1018838	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2027	SAMEA1018913	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2040	SAMEA1018934	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2046	SAMEA1018949	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2050	SAMEA1018959	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2060	SAMEA1018975	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2061	SAMEA1018976	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2089	SAMEA1019024	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2162	SAMEA1019179	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2179	SAMEA1019215	United Kingdom: Midlands	United Kingdom	2005	2005
1773.2192	SAMEA1019250	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2303	SAMEA961663	United Kingdom: Midlands	United Kingdom	2006	2006
1773.709	SAMEA968157	Netherlands	Netherlands	2004-07	2004
1773.731	SAMEA1706690	Netherlands	Netherlands	1995-05	1995
1773.855	SAMEA1706695	Netherlands: Amsterdam	Netherlands	1998-12	1998
1773.917	SAMEA1016053	Russia	Russia	2009	2009
1773.995	SAMEA1403843	Russia	Russia	2009	2009
1773.6508	SAMN05916415	Peru: Lima	Peru	2012-01-01	2012
1773.198	SAMEA2707494				
1773.5931	SAMN03290698	Malaysia: Kuala Lumpur	Malaysia	14-Apr-14	2014
1773.7329	SAMEA2682815	Peru	Peru	2009	2009
1773.7313	SAMEA2683130	Peru	Peru	2012	2012
1773.7178	SAMEA2683085	Peru	Peru	2012	2012
1773.2086	SAMEA1019017	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2109	SAMEA1019062	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2128	SAMEA1019101	United Kingdom: Midlands	United Kingdom	2005	2005
1773.2174	SAMEA1019204	United Kingdom: Midlands	United Kingdom	2008	2008
1773.1153	SAMEA961595	United Kingdom: Midlands	United Kingdom	2007	2007
1773.1828	SAMEA1707269	Russia	Russia	2010	2010
1773.1938	SAMEA1707487	Russia	Russia	2010	2010
1773.2171	SAMEA1019198	United Kingdom: Midlands	United Kingdom	2009	2009
1773.2284	SAMEA961641	United Kingdom: Midlands	United Kingdom	2002	2002
1773.2316	SAMEA961676	United Kingdom: Midlands	United Kingdom	2008	2008
1773.9515	SAMN03267964	Mexico: Monterrey	Mexico	2001	2001
1773.7326	SAMEA2682780	Peru	Peru	2009	2009
1773.1893	SAMEA1707397	Russia	Russia	2010	2010
1773.1984	SAMEA1018839	United Kingdom: Midlands	United Kingdom	2003	2003
1773.2242	SAMEA961589	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2261	SAMEA961616	United Kingdom: Midlands	United Kingdom	2008	2008
1773.738	SAMEA968127	Netherlands: Amsterdam	Netherlands	2008-04	2008
1773.8728	SAMN07701799	China	China	2014-09-18	2014
1773.2158	SAMEA1019169	United Kingdom: Midlands	United Kingdom	2006	2006
1773.712	SAMEA968204	Netherlands: Amsterdam	Netherlands	1995-02	1995
1773.821	SAMEA968159	South Africa	South Africa	1900/2013	
1773.7497	SAMEA2682829	Peru	Peru	2009	2009
1773.7485	SAMEA2683056	Peru	Peru	2011	2011
1773.7227	SAMEA2683115	Peru	Peru	2012	2012
1773.7320	SAMEA2682800	Peru	Peru	2009	2009
1773.2041	SAMEA1018935	United Kingdom: Midlands	United Kingdom	2007	2007
1773.742	SAMEA968130	Netherlands: Amsterdam	Netherlands	1999-11	1999
1773.871	SAMEA968121	Netherlands: Amsterdam	Netherlands	1998-06	1998
1773.7327	SAMEA2682811	Peru	Peru	2009	2009
1773.6086	SAMN05915285	Peru: Lima	Peru	2012-01-01	2012
1773.6470	SAMN05918759	Peru: Lima	Peru	2012-01-01	2012
1773.6181	SAMN05918544	Peru: Lima	Peru	2012-01-01	2012
1773.6452	SAMN05918741	Peru: Lima	Peru	2012-01-01	2012
1773.6174	SAMN05918549	Peru: Lima	Peru	2012-01-01	2012
1773.6495	SAMN05916424	Peru: Lima	Peru	2012-01-01	2012
1773.6506	SAMN05916427	Peru: Lima	Peru	2012-01-01	2012
1773.6471	SAMN05918760	Peru: Lima	Peru	2012-01-01	2012
1773.6579	SAMN05916229	Peru: Lima	Peru	2012-01-01	2012
1773.6709	SAMN05916217	Peru: Lima	Peru	2012-01-01	2012
1773.6482	SAMN05918772	Peru: Lima	Peru	2012-01-01	2012
1773.6082	SAMN05915288	Peru: Lima	Peru	2012-01-01	2012
1773.6188	SAMN05918552	Peru: Lima	Peru	2012-01-01	2012
1773.8217	SAMN05833363	Colombia: Buenaventura	Colombia	2008	2008
1773.8218	SAMN05833359	Colombia:Bogota	Colombia	2012	2012
1773.1180	SAMEA1317625	South Africa: Cape Town	South Africa	2008/2014	
1773.1181	SAMEA1317636	South Africa: Stellenbosch	South Africa	2008/2014	
1773.1182	SAMEA1317639	South Africa: Cape Town	South Africa	2008/2014	
1773.1185	SAMEA1317651	South Africa: Cape Town	South Africa	2008/2014	
1773.1193	SAMEA1523369	South Africa: Durban	South Africa	2008/2014	
1773.1195	SAMEA1523372	South Africa: Brits	South Africa	2008/2014	
1773.2358	SAMEA1317617	South Africa: Stellenbosch	South Africa	2008/2014	
1773.605	SAMEA1317657	South Africa: Cape Town	South Africa	2008/2014	
1773.607	SAMEA1317660	South Africa: Stellenbosch	South Africa	2008/2014	
1773.614	SAMEA1523388	South Africa: Johannesburg	South Africa	2008/2014	
1773.628	SAMEA1523374	Thailand: Nonthaburi	Thailand	2008/2014	
1773.645	SAMEA1317654	South Africa: Stellenbosch	South Africa	2008/2014	
1773.663	SAMEA1317674	South Africa: Stellenbosch	South Africa	2008/2014	
1773.673	SAMEA1317666	South Africa: Stellenbosch	South Africa	2008/2014	
1773.8663	SAMN07664829	Peru: Lima	Peru	01-Jul-2008	2008
1773.8680	SAMN07664846	Peru: Lima	Peru	01-Jul-2008	2008
1773.8681	SAMN07664847	Peru: Lima	Peru	01-Jul-2008	2008
1773.8712	SAMN07664879	Peru: Lima	Peru	01-Jul-2008	2008
1773.8700	SAMN07664867	Peru: Lima	Peru	01-Jul-2008	2008
1773.8685	SAMN07664853	Peru: Lima	Peru	01-Jul-2008	2008
1773.8716	SAMN07664882	Peru: Lima	Peru	01-Jul-2008	2008
1773.8690	SAMN07664857	Peru: Lima	Peru	01-Jul-2008	2008
1773.2384	SAMN03253058				
1773.8169	SAMEA2682850	Peru	Peru	2009	2009
1773.7084	SAMEA2682769	Peru	Peru	2009	2009
1773.7183	SAMEA2682695	Peru	Peru	2009	2009
1773.7292	SAMEA2683096	Peru	Peru	2011	2011
1773.7345	SAMEA2682879	Peru	Peru	2009	2009
1773.7385	SAMEA2682791	Peru	Peru	2009	2009
1773.7179	SAMEA2682691	Peru	Peru	2008	2008
1773.7335	SAMEA2682832	Peru	Peru	2009	2009
1773.7501	SAMEA2682958	Peru	Peru	2009	2009
1773.7523	SAMEA2682960	Peru	Peru	2009	2009
1773.7524	SAMEA2682821	Peru	Peru	2009	2009
1773.7526	SAMEA2682804	Peru	Peru	2009	2009
1773.7502	SAMEA2682878	Peru	Peru	2010	2010
1773.7543	SAMEA2682985	Peru	Peru	2011	2011
1773.7525	SAMEA2682810	Peru	Peru	1800/2016	
1773.6840	SAMN06010213	Peru: Lima	Peru	2012-01-01	2012
1773.6833	SAMN06010199	Peru: Lima	Peru	2012-01-01	2012
1773.6850	SAMN06010223	Peru: Lima	Peru	2012-01-01	2012
1773.6870	SAMN06010242	Peru: Lima	Peru	2012-01-01	2012
1773.6925	SAMN06010369	Peru: Lima	Peru	2012-01-01	2012
1773.6903	SAMN06010335	Peru: Lima	Peru	2012-01-01	2012
1773.6916	SAMN06010351	Peru: Lima	Peru	2012-01-01	2012
1773.6955	SAMN06010455	Peru: Lima	Peru	2012-01-01	2012
1773.6940	SAMN06010413	Peru: Lima	Peru	2012-01-01	2012
1773.6961	SAMN06010475	Peru: Lima	Peru	2012-01-01	2012
1773.6939	SAMN06010406	Peru: Lima	Peru	2012-01-01	2012
1773.6936	SAMN06010391	Peru: Lima	Peru	2012-01-01	2012
1773.6974	SAMN06010384	Peru: Lima	Peru	2012-01-01	2012
1773.6996	SAMN06010453	Peru: Lima	Peru	2012-01-01	2012
1773.6987	SAMN06010424	Peru: Lima	Peru	2012-01-01	2012
1773.7001	SAMN06010469	Peru: Lima	Peru	2012-01-01	2012
1773.7033	SAMN06010428	Peru: Lima	Peru	2012-01-01	2012
1773.7040	SAMN06010450	Peru: Lima	Peru	2012-01-01	2012
1773.7036	SAMN06010437	Peru: Lima	Peru	2012-01-01	2012
1773.7047	SAMN06010467	Peru: Lima	Peru	2012-01-01	2012
1773.7056	SAMN06010492	Peru: Lima	Peru	2012-01-01	2012
1773.6855	SAMN06010229	Peru: Lima	Peru	2012-01-01	2012
1773.6859	SAMN06010233	Peru: Lima	Peru	2012-01-01	2012
1773.6853	SAMN06010227	Peru: Lima	Peru	2012-01-01	2012
1773.6839	SAMN06010212	Peru: Lima	Peru	2012-01-01	2012
1773.6836	SAMN06010205	Peru: Lima	Peru	2012-01-01	2012
1773.6915	SAMN06010350	Peru: Lima	Peru	2012-01-01	2012
1773.6926	SAMN06010366	Peru: Lima	Peru	2012-01-01	2012
1773.6914	SAMN06010349	Peru: Lima	Peru	2012-01-01	2012
1773.6931	SAMN06010383	Peru: Lima	Peru	2012-01-01	2012
1773.6978	SAMN06010401	Peru: Lima	Peru	2012-01-01	2012
1773.7022	SAMN06010396	Peru: Lima	Peru	2012-01-01	2012
1773.7042	SAMN06010454	Peru: Lima	Peru	2012-01-01	2012
1773.7030	SAMN06010421	Peru: Lima	Peru	2012-01-01	2012
1773.6845	SAMN06010218	Peru: Lima	Peru	2012-01-01	2012
1773.6854	SAMN06010226	Peru: Lima	Peru	2012-01-01	2012
1773.6875	SAMN06010248	Peru: Lima	Peru	2012-01-01	2012
1773.6877	SAMN06010250	Peru: Lima	Peru	2012-01-01	2012
1773.6920	SAMN06010355	Peru: Lima	Peru	2012-01-01	2012
1773.6942	SAMN06010416	Peru: Lima	Peru	2012-01-01	2012
1773.6968	SAMN06010364	Peru: Lima	Peru	2012-01-01	2012
1773.6980	SAMN06010404	Peru: Lima	Peru	2012-01-01	2012
1773.7002	SAMN06010470	Peru: Lima	Peru	2012-01-01	2012
1773.7023	SAMN06010399	Peru: Lima	Peru	2012-01-01	2012
1773.7025	SAMN06010405	Peru: Lima	Peru	2012-01-01	2012
1773.7026	SAMN06010409	Peru: Lima	Peru	2012-01-01	2012
1773.7049	SAMN06010474	Peru: Lima	Peru	2012-01-01	2012
1773.7623	SAMN06010386	Peru: Lima	Peru	2012-01-01	2012
1773.7640	SAMN06010320	Peru: Lima	Peru	2012-01-01	2012
1773.7666	SAMN06010207	Peru: Lima	Peru	2012-01-01	2012
1773.7663	SAMN06010211	Peru: Lima	Peru	2012-01-01	2012
1773.7683	SAMN06010180	Peru: Lima	Peru	2012-01-01	2012
1773.7677	SAMN06010187	Peru: Lima	Peru	2012-01-01	2012
1773.7676	SAMN06010190	Peru: Lima	Peru	2012-01-01	2012
1773.7668	SAMN06010203	Peru: Lima	Peru	2012-01-01	2012
1773.7679	SAMN06010186	Peru: Lima	Peru	2012-01-01	2012
1773.7703	SAMN06010148	Peru: Lima	Peru	2012-01-01	2012
1773.7704	SAMN06010146	Peru: Lima	Peru	2012-01-01	2012
1773.7624	SAMN06010336	Peru: Lima	Peru	2012-01-01	2012
1773.7629	SAMN06010330	Peru: Lima	Peru	2012-01-01	2012
1773.7644	SAMN06010176	Peru: Lima	Peru	2012-01-01	2012
1773.7675	SAMN06010189	Peru: Lima	Peru	2012-01-01	2012
1773.7674	SAMN06010198	Peru: Lima	Peru	2012-01-01	2012
1773.7672	SAMN06010197	Peru: Lima	Peru	2012-01-01	2012
1773.7667	SAMN06010204	Peru: Lima	Peru	2012-01-01	2012
1773.7686	SAMN06010174	Peru: Lima	Peru	2012-01-01	2012
1773.7682	SAMN06010178	Peru: Lima	Peru	2012-01-01	2012
1773.7688	SAMN06010172	Peru: Lima	Peru	2012-01-01	2012
1773.7685	SAMN06010175	Peru: Lima	Peru	2012-01-01	2012
1773.7695	SAMN06010161	Peru: Lima	Peru	2012-01-01	2012
1773.7712	SAMN06010132	Peru: Lima	Peru	2012-01-01	2012
1773.7716	SAMN06010127	Peru: Lima	Peru	2012-01-01	2012
1773.6747	SAMN06010343	Peru: Lima	Peru	2012-01-01	2012
1773.1018	SAMEA1403971	Russia	Russia	2008	2008
1773.1051	SAMEA1707164	Russia	Russia	2009	2009
1773.1061	SAMEA1707239	Russia	Russia	2010	2010
1773.1100	SAMEA1707500	Russia	Russia	2010	2010
1773.1220	SAMEA1015977	Russia	Russia	2009	2009
1773.1249	SAMEA1016025	Russia	Russia	2009	2009
1773.1259	SAMEA1016051	Russia	Russia	2009	2009
1773.1265	SAMEA1016061	Russia	Russia	2009	2009
1773.1282	SAMEA1016091	Russia	Russia	2008	2008
1773.1289	SAMEA1016104	Russia	Russia	2008	2008
1773.1296	SAMEA1016123	Russia	Russia	2008	2008
1773.1306	SAMEA1016145	Russia	Russia	2008	2008
1773.1313	SAMEA1016160	Russia	Russia	2008	2008
1773.1323	SAMEA1016178	Russia	Russia	2009	2009
1773.1350	SAMEA1403564	Russia	Russia	2009	2009
1773.1368	SAMEA1403584	Russia	Russia	2008	2008
1773.1370	SAMEA1403589	Russia	Russia	2009	2009
1773.1374	SAMEA1403594	Russia	Russia	2008	2008
1773.1376	SAMEA1403595	Russia	Russia	2009	2009
1773.1390	SAMEA1403612	Russia	Russia	2009	2009
1773.1395	SAMEA1403619	Russia	Russia	2009	2009
1773.1398	SAMEA1403623	Russia	Russia	2009	2009
1773.1399	SAMEA1403624	Russia	Russia	2008	2008
1773.1401	SAMEA1403626	Russia	Russia	2009	2009
1773.1418	SAMEA1403651	Russia	Russia	2009	2009
1773.1436	SAMEA1403677	Russia	Russia	2008	2008
1773.1457	SAMEA1403700	Russia	Russia	2009	2009
1773.1458	SAMEA1403701	Russia	Russia	2009	2009
1773.1487	SAMEA1403739	Russia	Russia	2008	2008
1773.1491	SAMEA1403744	Russia	Russia	2009	2009
1773.1504	SAMEA1403761	Russia	Russia	2008	2008
1773.1514	SAMEA1403774	Russia	Russia	2009	2009
1773.1522	SAMEA1403787	Russia	Russia	2009	2009
1773.1539	SAMEA1403816	Russia	Russia	2008	2008
1773.1542	SAMEA1403819	Russia	Russia	2009	2009
1773.1547	SAMEA1403825	Russia	Russia	2009	2009
1773.1566	SAMEA1403851	Russia	Russia	2009	2009
1773.1568	SAMEA1403853	Russia	Russia	2008	2008
1773.1572	SAMEA1403859	Russia	Russia	2009	2009
1773.1579	SAMEA1403868	Russia	Russia	2008	2008
1773.1587	SAMEA1403877	Russia	Russia	2009	2009
1773.1592	SAMEA1403885	Russia	Russia	2009	2009
1773.1626	SAMEA1403928	Russia	Russia	2008	2008
1773.1631	SAMEA1403933	Russia	Russia	2008	2008
1773.1633	SAMEA1403937	Russia	Russia	2009	2009
1773.1636	SAMEA1403940	Russia	Russia	2009	2009
1773.1648	SAMEA1403958	Russia	Russia	2009	2009
1773.1652	SAMEA1403962	Russia	Russia	2008	2008
1773.1654	SAMEA1403966	Russia	Russia	2009	2009
1773.1663	SAMEA1403980	Russia	Russia	2009	2009
1773.1664	SAMEA1403981	Russia	Russia	2008	2008
1773.1672	SAMEA1403989	Russia	Russia	2009	2009
1773.1674	SAMEA1403991	Russia	Russia	2009	2009
1773.1684	SAMEA1404003	Russia	Russia	2009	2009
1773.1767	SAMEA1707147	Russia	Russia	2010	2010
1773.1770	SAMEA1707150	Russia	Russia	2010	2010
1773.1781	SAMEA1707167	Russia	Russia	2008	2008
1773.1796	SAMEA1707197	Russia	Russia	2008	2008
1773.1804	SAMEA1707208	Russia	Russia	2010	2010
1773.1822	SAMEA1707257	Russia	Russia	2009	2009
1773.1823	SAMEA1707258	Russia	Russia	2010	2010
1773.1861	SAMEA1707332	Russia	Russia	2008	2008
1773.1882	SAMEA1707375	Russia	Russia	2008	2008
1773.1900	SAMEA1707407	Russia	Russia	2010	2010
1773.1920	SAMEA1707440	Russia	Russia	2010	2010
1773.1922	SAMEA1707446	Russia	Russia	2010	2010
1773.1949	SAMEA1707512	Russia	Russia	2010	2010
1773.1954	SAMEA1707519	Russia	Russia	2010	2010
1773.1965	SAMEA1707539	Russia	Russia	2010	2010
1773.1969	SAMEA1707547	Russia	Russia	2009	2009
1773.900	SAMEA1015937	Russia	Russia	2009	2009
1773.910	SAMEA1016015	Russia	Russia	2008	2008
1773.916	SAMEA1016047	Russia	Russia	2008	2008
1773.930	SAMEA1016128	Russia	Russia	2008	2008
1773.950	SAMEA1403588	Russia	Russia	2008	2008
1773.951	SAMEA1403604	Russia	Russia	2008	2008
1773.954	SAMEA1403622	Russia	Russia	2009	2009
1773.961	SAMEA1403652	Russia	Russia	2009	2009
1773.967	SAMEA1403686	Russia	Russia	2008	2008
1773.968	SAMEA1403709	Russia	Russia	2008	2008
1773.970	SAMEA1403712	Russia	Russia	2009	2009
1773.991	SAMEA1403811	Russia	Russia	2009	2009
1773.997	SAMEA1403857	Russia	Russia	2008	2008
1773.6512	SAMN05916434	Peru: Lima	Peru	2012-01-01	2012
1773.6523	SAMN05916389	Peru: Lima	Peru	2012-01-01	2012
1773.6593	SAMN05916246	Peru: Lima	Peru	2012-01-01	2012
1773.6524	SAMN05916391	Peru: Lima	Peru	2012-01-01	2012
1773.6601	SAMN05916253	Peru: Lima	Peru	2012-01-01	2012
1773.6414	SAMN05918680	Peru: Lima	Peru	2012-01-01	2012
1773.6413	SAMN05918679	Peru: Lima	Peru	2012-01-01	2012
1773.6639	SAMN05916291	Peru: Lima	Peru	2012-01-01	2012
1773.6588	SAMN05916239	Peru: Lima	Peru	2012-01-01	2012
1773.6186	SAMN05918553	Peru: Lima	Peru	2012-01-01	2012
1773.6545	SAMN05916439	Peru: Lima	Peru	2012-01-01	2012
1773.6597	SAMN05916248	Peru: Lima	Peru	2012-01-01	2012
1773.6638	SAMN05916290	Peru: Lima	Peru	2012-01-01	2012
1773.6530	SAMN05916397	Peru: Lima	Peru	2012-01-01	2012
1773.6373	SAMN05918640	Peru: Lima	Peru	2012-01-01	2012
1773.6660	SAMN05916311	Peru: Lima	Peru	2012-01-01	2012
1773.6534	SAMN05916399	Peru: Lima	Peru	2012-01-01	2012
1773.6507	SAMN05916436	Peru: Lima	Peru	2012-01-01	2012
1773.6647	SAMN05916300	Peru: Lima	Peru	2012-01-01	2012
1773.6497	SAMN05916382	Peru: Lima	Peru	2012-01-01	2012
1773.6538	SAMN05916404	Peru: Lima	Peru	2012-01-01	2012
1773.6554	SAMN05916447	Peru: Lima	Peru	2012-01-01	2012
1773.6558	SAMN05916449	Peru: Lima	Peru	2012-01-01	2012
1773.6519	SAMN05916435	Peru: Lima	Peru	2012-01-01	2012
1773.6607	SAMN05916258	Peru: Lima	Peru	2012-01-01	2012
1773.6587	SAMN05916237	Peru: Lima	Peru	2012-01-01	2012
1773.6541	SAMN05916408	Peru: Lima	Peru	2012-01-01	2012
1773.6381	SAMN05918648	Peru: Lima	Peru	2012-01-01	2012
1773.6404	SAMN05918670	Peru: Lima	Peru	2012-01-01	2012
1773.6654	SAMN05916305	Peru: Lima	Peru	2012-01-01	2012
1773.6496	SAMN05916387	Peru: Lima	Peru	2012-01-01	2012
1773.6652	SAMN05916301	Peru: Lima	Peru	2012-01-01	2012
1773.6536	SAMN05916402	Peru: Lima	Peru	2012-01-01	2012
1773.6678	SAMN05916330	Peru: Lima	Peru	2012-01-01	2012
1773.6390	SAMN05918657	Peru: Lima	Peru	2012-01-01	2012
1773.6394	SAMN05918659	Peru: Lima	Peru	2012-01-01	2012
1773.6384	SAMN05918649	Peru: Lima	Peru	2012-01-01	2012
1773.6687	SAMN05916337	Peru: Lima	Peru	2012-01-01	2012
1773.6382	SAMN05918647	Peru: Lima	Peru	2012-01-01	2012
1773.6380	SAMN05918645	Peru: Lima	Peru	2012-01-01	2012
1773.6403	SAMN05918669	Peru: Lima	Peru	2012-01-01	2012
1773.6606	SAMN05916256	Peru: Lima	Peru	2012-01-01	2012
1773.6645	SAMN05916295	Peru: Lima	Peru	2012-01-01	2012
1773.6190	SAMN05918555	Peru: Lima	Peru	2012-01-01	2012
1773.6415	SAMN05918681	Peru: Lima	Peru	2012-01-01	2012
1773.6427	SAMN05918693	Peru: Lima	Peru	2012-01-01	2012
1773.6624	SAMN05916276	Peru: Lima	Peru	2012-01-01	2012
1773.6540	SAMN05916406	Peru: Lima	Peru	2012-01-01	2012
1773.6665	SAMN05916313	Peru: Lima	Peru	2012-01-01	2012
1773.6518	SAMN05916417	Peru: Lima	Peru	2012-01-01	2012
1773.6357	SAMN05918624	Peru: Lima	Peru	2012-01-01	2012
1773.6361	SAMN05918629	Peru: Lima	Peru	2012-01-01	2012
1773.6454	SAMN05918745	Peru: Lima	Peru	2012-01-01	2012
1773.6371	SAMN05918637	Peru: Lima	Peru	2012-01-01	2012
1773.6448	SAMN05918737	Peru: Lima	Peru	2012-01-01	2012
1773.6694	SAMN05916345	Peru: Lima	Peru	2012-01-01	2012
1773.6335	SAMN05918618	Peru: Lima	Peru	2012-01-01	2012
1773.6450	SAMN05918739	Peru: Lima	Peru	2012-01-01	2012
1773.6370	SAMN05918636	Peru: Lima	Peru	2012-01-01	2012
1773.6354	SAMN05918622	Peru: Lima	Peru	2012-01-01	2012
1773.6367	SAMN05918634	Peru: Lima	Peru	2012-01-01	2012
1773.6707	SAMN05916358	Peru: Lima	Peru	2012-01-01	2012
1773.6522	SAMN05916426	Peru: Lima	Peru	2012-01-01	2012
1773.6196	SAMN05918561	Peru: Lima	Peru	2012-01-01	2012
1773.6199	SAMN05918564	Peru: Lima	Peru	2012-01-01	2012
1773.6211	SAMN05919549	Peru: Lima	Peru	2012-01-01	2012
1773.6266	SAMN05919598	Peru: Lima	Peru	2012-01-01	2012
1773.6074	SAMN05918919	Peru: Lima	Peru	2012-01-01	2012
1773.6068	SAMN05918925	Peru: Lima	Peru	2012-01-01	2012
1773.6065	SAMN05918928	Peru: Lima	Peru	2012-01-01	2012
1773.6061	SAMN05918932	Peru: Lima	Peru	2012-01-01	2012
1773.6056	SAMN05918938	Peru: Lima	Peru	2012-01-01	2012
1773.6058	SAMN05918935	Peru: Lima	Peru	2012-01-01	2012
1773.6048	SAMN05918944	Peru: Lima	Peru	2012-01-01	2012
1773.6035	SAMN05918959	Peru: Lima	Peru	2012-01-01	2012
1773.6053	SAMN05918940	Peru: Lima	Peru	2012-01-01	2012
1773.6042	SAMN05918951	Peru: Lima	Peru	2012-01-01	2012
1773.6039	SAMN05918954	Peru: Lima	Peru	2012-01-01	2012
1773.6289	SAMN05919620	Peru: Lima	Peru	2012-01-01	2012
1773.6177	SAMN05918537	Peru: Lima	Peru	2012-01-01	2012
1773.6231	SAMN05919567	Peru: Lima	Peru	2012-01-01	2012
1773.6220	SAMN05919557	Peru: Lima	Peru	2012-01-01	2012
1773.6212	SAMN05919552	Peru: Lima	Peru	2012-01-01	2012
1773.6272	SAMN05919604	Peru: Lima	Peru	2012-01-01	2012
