Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Biosample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR6896291,WGS,GCF_000195955.2,557,384579647,PRJNA428596,SAMN08795194,RG00148290_WGS,Pathogen.cl,252302935,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846147,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate275,Not applicable,Not collected,RG00148290_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,RG00148290,SRP128089
SRR6896293,WGS,GCF_000195955.2,568,185018091,PRJNA428596,SAMN08795192,MG00510344_WGS,Pathogen.cl,113085742,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846145,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate273,Not applicable,Not collected,MG00510344_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,MG00510344,SRP128089
SRR6896295,WGS,GCF_000195955.2,572,413292853,PRJNA428596,SAMN08795190,MG00430971_WGS,Pathogen.cl,266933902,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846143,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate271,Not applicable,Not collected,MG00430971_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,MG00430971,SRP128089
SRR6896297,WGS,GCF_000195955.2,506,151193543,PRJNA428596,SAMN08795095,EI00666607_WGS,Pathogen.cl,113087759,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846141,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate176,Not applicable,Not collected,EI00666607_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,EI00666607,SRP128089
SRR6896298,WGS,GCF_000195955.2,594,225055043,PRJNA428596,SAMN08795198,RG00153143_WGS,Pathogen.cl,146661174,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846140,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate279,Not applicable,Not collected,RG00153143_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,RG00153143,SRP128089
SRR6896302,WGS,GCF_000195955.2,454,290853426,PRJNA428596,SAMN08795369,TRL0023175_WGS,Pathogen.cl,191817906,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846136,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate450,Not applicable,Not collected,TRL0023175_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0023175,SRP128089
SRR6896304,WGS,GCF_000195955.2,482,175270154,PRJNA428596,SAMN08795206,TRL0015960_WGS,Pathogen.cl,93156921,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846134,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate287,Not applicable,Not collected,TRL0015960_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0015960,SRP128089
SRR6896305,WGS,GCF_000195955.2,554,122860310,PRJNA428596,SAMN08795205,TRL0015955_WGS,Pathogen.cl,91619098,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846133,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate286,Not applicable,Not collected,TRL0015955_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0015955,SRP128089
SRR6896306,WGS,GCF_000195955.2,475,44497604,PRJNA428596,SAMN08795204,TRL0015949_WGS,Pathogen.cl,24033522,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846132,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate285,Not applicable,Not collected,TRL0015949_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0015949,SRP128089
SRR6896309,WGS,GCF_000195955.2,407,302439884,PRJNA428596,SAMN08795048,ED00890639_WGS,Pathogen.cl,180525887,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846129,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate129,Not applicable,Not collected,ED00890639_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,ED00890639,SRP128089
SRR6896313,WGS,GCF_000195955.2,395,180618596,PRJNA428596,SAMN08795044,ED00868728_WGS,Pathogen.cl,110627138,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846125,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate125,Not applicable,Not collected,ED00868728_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,ED00868728,SRP128089
SRR6896316,WGS,GCF_000195955.2,502,415232873,PRJNA428596,SAMN08795043,ED00865824_WGS,Pathogen.cl,236122904,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846122,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate124,Not applicable,Not collected,ED00865824_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,ED00865824,SRP128089
SRR6896319,WGS,GCF_000195955.2,559,606364496,PRJNA428596,SAMN08794979,DH00618155_WGS,Pathogen.cl,351481757,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846119,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate60,Not applicable,Not collected,DH00618155_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00618155,SRP128089
SRR6896320,WGS,GCF_000195955.2,506,410256461,PRJNA428596,SAMN08794978,DH00605289_WGS,Pathogen.cl,246110743,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846118,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate59,Not applicable,Not collected,DH00605289_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00605289,SRP128089
SRR6896332,WGS,GCF_000195955.2,549,396119749,PRJNA428596,SAMN08795320,TRL0019195_WGS,Pathogen.cl,286645237,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846106,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate401,Not applicable,Not collected,TRL0019195_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0019195,SRP128089
SRR6896333,WGS,GCF_000195955.2,443,246978141,PRJNA428596,SAMN08795323,TRL0019292_WGS,Pathogen.cl,153249163,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846105,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate404,Not applicable,Not collected,TRL0019292_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0019292,SRP128089
SRR6896335,WGS,GCF_000195955.2,509,550009223,PRJNA428596,SAMN08795325,TRL0019680_WGS,Pathogen.cl,338802157,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846103,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate406,Not applicable,Not collected,TRL0019680_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0019680,SRP128089
SRR6896338,WGS,GCF_000195955.2,464,86218119,PRJNA428596,SAMN08795326,TRL0019899_WGS,Pathogen.cl,46154995,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846100,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate407,Not applicable,Not collected,TRL0019899_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0019899,SRP128089
SRR6896340,WGS,GCF_000195955.2,523,576172867,PRJNA428596,SAMN08795159,IF00166655_WGS,Pathogen.cl,413750540,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846098,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate240,Not applicable,Not collected,IF00166655_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,IF00166655,SRP128089
SRR6896341,WGS,GCF_000195955.2,513,166511302,PRJNA428596,SAMN08795152,IF00112193_WGS,Pathogen.cl,101418049,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846097,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate233,Not applicable,Not collected,IF00112193_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,IF00112193,SRP128089
SRR6896344,WGS,GCF_000195955.2,561,493437084,PRJNA428596,SAMN08795151,IF00091948_WGS,Pathogen.cl,306871383,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846094,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate232,Not applicable,Not collected,IF00091948_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,IF00091948,SRP128089
SRR6896345,WGS,GCF_000195955.2,596,233486109,PRJNA428596,SAMN08795156,IF00133942_WGS,Pathogen.cl,147163127,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846093,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate237,Not applicable,Not collected,IF00133942_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,IF00133942,SRP128089
SRR6896347,WGS,GCF_000195955.2,553,451696139,PRJNA428596,SAMN08795154,IF00129143_WGS,Pathogen.cl,290643285,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846091,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate235,Not applicable,Not collected,IF00129143_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,IF00129143,SRP128089
SRR6896348,WGS,GCF_000195955.2,598,99961034,PRJNA428596,SAMN08795155,IF00133850_WGS,Pathogen.cl,66373613,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846090,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate236,Not applicable,Not collected,IF00133850_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,IF00133850,SRP128089
SRR6896350,WGS,GCF_000195955.2,408,213525318,PRJNA428596,SAMN08795227,TRL0016252_WGS,Pathogen.cl,133805178,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846088,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate308,Not applicable,Not collected,TRL0016252_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0016252,SRP128089
SRR6896352,WGS,GCF_000195955.2,431,90390641,PRJNA428596,SAMN08795225,TRL0016241_WGS,Pathogen.cl,51667246,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846086,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate306,Not applicable,Not collected,TRL0016241_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0016241,SRP128089
SRR6896354,WGS,GCF_000195955.2,472,312514675,PRJNA428596,SAMN08795223,TRL0016214_WGS,Pathogen.cl,180428484,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846084,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate304,Not applicable,Not collected,TRL0016214_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0016214,SRP128089
SRR6896356,WGS,GCF_000195955.2,576,303048414,PRJNA428596,SAMN08795221,TRL0016199_WGS,Pathogen.cl,192751734,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846082,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate302,Not applicable,Not collected,TRL0016199_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0016199,SRP128089
SRR6896358,WGS,GCF_000195955.2,454,280783547,PRJNA428596,SAMN08795229,TRL0016271_WGS,Pathogen.cl,189503230,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846080,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate310,Not applicable,Not collected,TRL0016271_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0016271,SRP128089
SRR6896360,WGS,GCF_000195955.2,478,443214184,PRJNA428596,SAMN08795083,EI00649150_WGS,Pathogen.cl,238779163,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846078,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate164,Not applicable,Not collected,EI00649150_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,EI00649150,SRP128089
SRR6896362,WGS,GCF_000195955.2,529,301483729,PRJNA428596,SAMN08795081,EI00623324_WGS,Pathogen.cl,179236001,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846076,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate162,Not applicable,Not collected,EI00623324_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,EI00623324,SRP128089
SRR6896364,WGS,GCF_000195955.2,547,208258157,PRJNA428596,SAMN08795087,EI00660934_WGS,Pathogen.cl,117109289,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846074,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate168,Not applicable,Not collected,EI00660934_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,EI00660934,SRP128089
SRR6896366,WGS,GCF_000195955.2,486,302916713,PRJNA428596,SAMN08795085,EI00656774_WGS,Pathogen.cl,170072930,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846072,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate166,Not applicable,Not collected,EI00656774_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,EI00656774,SRP128089
SRR6896368,WGS,GCF_000195955.2,496,287851886,PRJNA428596,SAMN08795089,EI00661002_WGS,Pathogen.cl,163112487,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846070,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate170,Not applicable,Not collected,EI00661002_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,EI00661002,SRP128089
SRR6896370,WGS,GCF_000195955.2,564,364540275,PRJNA428596,SAMN08795018,DH00741562_WGS,Pathogen.cl,221185082,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846068,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate99,Not applicable,Not collected,DH00741562_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00741562,SRP128089
SRR6896371,WGS,GCF_000195955.2,538,389331275,PRJNA428596,SAMN08795015,DH00724524_WGS,Pathogen.cl,283550205,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846067,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate96,Not applicable,Not collected,DH00724524_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00724524,SRP128089
SRR6896374,WGS,GCF_000195955.2,549,90810066,PRJNA428596,SAMN08795016,DH00730364_WGS,Pathogen.cl,47327545,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846064,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate97,Not applicable,Not collected,DH00730364_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00730364,SRP128089
SRR6896376,WGS,GCF_000195955.2,574,627780289,PRJNA428596,SAMN08795010,DH00704921_WGS,Pathogen.cl,375644212,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846062,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate91,Not applicable,Not collected,DH00704921_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00704921,SRP128089
SRR6896378,WGS,GCF_000195955.2,478,435091373,PRJNA428596,SAMN08795012,DH00713162_WGS,Pathogen.cl,267949050,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846060,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate93,Not applicable,Not collected,DH00713162_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,DH00713162,SRP128089
SRR6896379,WGS,GCF_000195955.2,487,7559927,PRJNA428596,SAMN08795350,TRL0021427_WGS,Pathogen.cl,3908816,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846059,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate431,Not applicable,Not collected,TRL0021427_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0021427,SRP128089
SRR6896381,WGS,GCF_000195955.2,447,177234939,PRJNA428596,SAMN08795268,TRL0017364_WGS,Pathogen.cl,110272294,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846057,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate349,Not applicable,Not collected,TRL0017364_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0017364,SRP128089
SRR6896383,WGS,GCF_000195955.2,425,190381376,PRJNA428596,SAMN08795354,TRL0021763_WGS,Pathogen.cl,114779815,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846055,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate435,Not applicable,Not collected,TRL0021763_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0021763,SRP128089
SRR6896386,WGS,GCF_000195955.2,466,71840149,PRJNA428596,SAMN08795357,TRL0021920_WGS,Pathogen.cl,40217894,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846052,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate438,Not applicable,Not collected,TRL0021920_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0021920,SRP128089
SRR6896388,WGS,GCF_000195955.2,473,129668968,PRJNA428596,SAMN08795263,TRL0017022_WGS,Pathogen.cl,80844229,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846050,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate344,Not applicable,Not collected,TRL0017022_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0017022,SRP128089
SRR6896391,WGS,GCF_000195955.2,443,387989623,PRJNA428596,SAMN08795266,TRL0017152_WGS,Pathogen.cl,240764995,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846047,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate347,Not applicable,Not collected,TRL0017152_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-26T00:00:00Z,TRL0017152,SRP128089
SRR6896394,WGS,GCF_000195955.2,440,248057789,PRJNA428596,SAMN08795265,TRL0017134_WGS,Pathogen.cl,156799178,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846044,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate346,Not applicable,Not collected,TRL0017134_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,TRL0017134,SRP128089
SRR6896396,WGS,GCF_000195955.2,461,122167557,PRJNA428596,SAMN08795184,MG00317723_WGS,Pathogen.cl,80308573,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846042,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate265,Not applicable,Not collected,MG00317723_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,MG00317723,SRP128089
SRR6896398,WGS,GCF_000195955.2,542,567183779,PRJNA428596,SAMN08795186,MG00335300_WGS,Pathogen.cl,358777045,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846040,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate267,Not applicable,Not collected,MG00335300_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,MG00335300,SRP128089
SRR6896399,WGS,GCF_000195955.2,479,298724623,PRJNA428596,SAMN08795181,MG00292445_WGS,Pathogen.cl,191489485,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846039,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate262,Not applicable,Not collected,MG00292445_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,MG00292445,SRP128089
SRR6896401,WGS,GCF_000195955.2,552,555267036,PRJNA428596,SAMN08795183,MG00309183_WGS,Pathogen.cl,360591410,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3846037,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina MiSeq,Clinical isolate264,Not applicable,Not collected,MG00309183_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-27T00:00:00Z,MG00309183,SRP128089
